state,month,year,number
Bahia,Junho,2005,2.692
Bahia,Junho,2006,2.707
Bahia,Junho,2007,2.715
Bahia,Junho,2008,2.718
Bahia,Junho,2009,2.736
Bahia,Junho,2010,2.737
Bahia,Junho,2011,2.742
Bahia,Junho,2012,2.749
Bahia,Junho,2013,2.757
Bahia,Junho,2014,2.761
Bahia,Junho,2015,2.763
Bahia,Junho,2016,2.78
Bahia,Junho,2017,2.781
Bahia,Julho,1998,2.79
Bahia,Julho,1999,2.8
Bahia,Julho,2000,2.812
Bahia,Julho,2001,2.832
Bahia,Julho,2002,2.832
Bahia,Julho,2003,2.837
Bahia,Julho,2004,2.867
Bahia,Julho,2005,2.868
Bahia,Julho,2006,2.875
Bahia,Julho,2007,2.883
Bahia,Julho,2008,2.89
Bahia,Julho,2009,2.9
Bahia,Julho,2010,2.905
Bahia,Julho,2011,2.907
Bahia,Julho,2012,2.913
Bahia,Julho,2013,2.914
Bahia,Julho,2014,2.917
Bahia,Julho,2015,2.918
Bahia,Julho,2016,2.928
Bahia,Julho,2017,2.951
Bahia,Agosto,1998,2.965
Bahia,Agosto,1999,2.969
Bahia,Agosto,2000,2.969
Bahia,Agosto,2001,2.975
Bahia,Agosto,2002,2.979
Bahia,Agosto,2003,2.984
Bahia,Agosto,2004,3
Bahia,Agosto,2005,3
Bahia,Agosto,2006,3
Bahia,Agosto,2007,3
Bahia,Agosto,2008,3
Bahia,Agosto,2009,3
Bahia,Agosto,2010,3
Bahia,Agosto,2011,3
Bahia,Agosto,2012,3
Bahia,Agosto,2013,3
Bahia,Agosto,2014,3
Bahia,Agosto,2015,3
Bahia,Agosto,2016,3
Bahia,Agosto,2017,3
Bahia,Setembro,1998,3
Bahia,Setembro,1999,3
Bahia,Setembro,2000,3
Bahia,Setembro,2001,3
Bahia,Setembro,2002,3
Bahia,Setembro,2003,3
Bahia,Setembro,2004,3
Bahia,Setembro,2005,3
Bahia,Setembro,2006,3
Bahia,Setembro,2007,3
Bahia,Setembro,2008,3
Bahia,Setembro,2009,3
Bahia,Setembro,2010,3
Bahia,Setembro,2011,3
Bahia,Setembro,2012,3
Bahia,Setembro,2013,3
Bahia,Setembro,2014,3
Bahia,Setembro,2015,3
Bahia,Setembro,2016,3
Bahia,Setembro,2017,3
Bahia,Outubro,1998,3
Bahia,Outubro,1999,3
Bahia,Outubro,2000,3
Bahia,Outubro,2001,3
Bahia,Outubro,2002,3
Bahia,Outubro,2003,3
Bahia,Outubro,2004,3
Bahia,Outubro,2005,3
Bahia,Outubro,2006,3
Bahia,Outubro,2007,3
Bahia,Outubro,2008,3
Bahia,Outubro,2009,3
Bahia,Outubro,2010,3
Bahia,Outubro,2011,3
Bahia,Outubro,2012,3
Bahia,Outubro,2013,3
Bahia,Outubro,2014,3
Bahia,Outubro,2015,3
Bahia,Outubro,2016,3
Bahia,Outubro,2017,3
Bahia,Novembro,1998,3
Bahia,Novembro,1999,3
Bahia,Novembro,2000,3
Bahia,Novembro,2001,3
Bahia,Novembro,2002,3
Bahia,Novembro,2003,3
Bahia,Novembro,2004,3
Bahia,Novembro,2005,3
Bahia,Novembro,2006,3
Bahia,Novembro,2007,3
Bahia,Novembro,2008,3
Bahia,Novembro,2009,3
Bahia,Novembro,2010,3
Bahia,Novembro,2011,3
Bahia,Novembro,2012,3
Bahia,Novembro,2013,3
Bahia,Novembro,2014,3
Bahia,Novembro,2015,3
Bahia,Novembro,2016,3
Bahia,Novembro,2017,3
Bahia,Dezembro,1998,3
Bahia,Dezembro,1999,3
Bahia,Dezembro,2000,3
Bahia,Dezembro,2001,3
Bahia,Dezembro,2002,3
Bahia,Dezembro,2003,3
Bahia,Dezembro,2004,3
Bahia,Dezembro,2005,3
Bahia,Dezembro,2006,3
Bahia,Dezembro,2007,3
Bahia,Dezembro,2008,3
Bahia,Dezembro,2009,3
Bahia,Dezembro,2010,3
Bahia,Dezembro,2011,3
Bahia,Dezembro,2012,3
Bahia,Dezembro,2013,3
Bahia,Dezembro,2014,3
Bahia,Dezembro,2015,3
Bahia,Dezembro,2016,3
Ceara,Janeiro,1999,3
Ceara,Janeiro,2000,3
Ceara,Janeiro,2001,3
Ceara,Janeiro,2002,3
Ceara,Janeiro,2003,3
Ceara,Janeiro,2004,3
Ceara,Janeiro,2005,3
Ceara,Janeiro,2006,3
Ceara,Janeiro,2007,3
Ceara,Janeiro,2008,3
Ceara,Janeiro,2009,3
Ceara,Janeiro,2010,3
Ceara,Janeiro,2011,3
Ceara,Janeiro,2012,3
Ceara,Janeiro,2013,3
Ceara,Janeiro,2014,3
Ceara,Janeiro,2015,3
Ceara,Janeiro,2016,3
Ceara,Janeiro,2017,3
Ceara,Fevereiro,1999,3
Ceara,Fevereiro,2000,3
Ceara,Fevereiro,2002,3
Ceara,Fevereiro,2003,3
Ceara,Fevereiro,2004,3
Ceara,Fevereiro,2005,3
Ceara,Fevereiro,2006,3
Ceara,Fevereiro,2007,3
Ceara,Fevereiro,2008,3
Ceara,Fevereiro,2009,3
Ceara,Fevereiro,2010,3
Ceara,Fevereiro,2011,3
Ceara,Fevereiro,2012,3
Ceara,Fevereiro,2013,3
Ceara,Fevereiro,2014,3
Ceara,Fevereiro,2015,3
Ceara,Fevereiro,2016,3
Ceara,Fevereiro,2017,3
Ceara,Março,1999,3
Ceara,Março,2000,3
Ceara,Março,2002,3
Ceara,Março,2003,3
Ceara,Março,2004,3
Ceara,Março,2005,3
Ceara,Março,2006,3
Ceara,Março,2007,3
Ceara,Março,2008,3
Ceara,Março,2009,3
Ceara,Março,2010,3
Ceara,Março,2011,3
Ceara,Março,2012,3
Ceara,Março,2013,3.004
Ceara,Março,2014,3.006
Ceara,Março,2015,3.011
Ceara,Março,2016,3.024
Ceara,Março,2017,3.027
Ceara,Abril,1999,3.038
Ceara,Abril,2000,3.043
Ceara,Abril,2001,3.057
Ceara,Abril,2002,3.062
Ceara,Abril,2003,3.062
Ceara,Abril,2004,3.088
Ceara,Abril,2005,3.091
Ceara,Abril,2006,3.094
Ceara,Abril,2007,3.1
Ceara,Abril,2010,3.118
Ceara,Abril,2011,3.119
Ceara,Abril,2012,3.124
Ceara,Abril,2013,3.129
Ceara,Abril,2014,3.136
Ceara,Abril,2015,3.141
Ceara,Abril,2016,3.158
Ceara,Abril,2017,3.166
Ceara,Maio,1999,3.175
Ceara,Maio,2000,3.181
Ceara,Maio,2001,3.208
Ceara,Maio,2002,3.213
Ceara,Maio,2004,3.218
Ceara,Maio,2005,3.219
Ceara,Maio,2010,3.228
Ceara,Maio,2012,3.238
Ceara,Maio,2013,3.245
Ceara,Maio,2014,3.255
Ceara,Maio,2015,3.263
Ceara,Maio,2016,3.3
Ceara,Maio,2017,3.327
Ceara,Junho,1998,3.35
Ceara,Junho,1999,3.353
Ceara,Junho,2000,3.36
Ceara,Junho,2001,3.366
Ceara,Junho,2002,3.399
Ceara,Junho,2003,3.415
Ceara,Junho,2004,3.422
Ceara,Junho,2005,3.429
Ceara,Junho,2007,3.442
Ceara,Junho,2008,3.454
Ceara,Junho,2010,3.465
Ceara,Junho,2011,3.467
Ceara,Junho,2012,3.481
Ceara,Junho,2013,3.495
Ceara,Junho,2014,3.498
Ceara,Junho,2015,3.52
Ceara,Junho,2016,3.52
Ceara,Junho,2017,3.525
Ceara,Julho,1998,3.536
Ceara,Julho,1999,3.548
Ceara,Julho,2000,3.551
Ceara,Julho,2001,3.554
Ceara,Julho,2002,3.568
Ceara,Julho,2003,3.586
Ceara,Julho,2004,3.604
Ceara,Julho,2005,3.61
Ceara,Julho,2006,3.611
Ceara,Julho,2007,3.614
Ceara,Julho,2008,3.665
Ceara,Julho,2009,3.675
Ceara,Julho,2010,3.68
Ceara,Julho,2011,3.688
Ceara,Julho,2012,3.706
Ceara,Julho,2013,3.708
Ceara,Julho,2014,3.712
Ceara,Julho,2015,3.714
Ceara,Julho,2016,3.723
Ceara,Julho,2017,3.726
Ceara,Agosto,1998,3.727
Ceara,Agosto,1999,3.734
Ceara,Agosto,2000,3.742
Ceara,Agosto,2001,3.745
Ceara,Agosto,2002,3.747
Ceara,Agosto,2003,3.753
Ceara,Agosto,2004,3.762
Ceara,Agosto,2005,3.787
Ceara,Agosto,2006,3.803
Ceara,Agosto,2007,3.843
Ceara,Agosto,2008,3.852
Ceara,Agosto,2009,3.859
Ceara,Agosto,2010,3.863
Ceara,Agosto,2011,3.869
Ceara,Agosto,2012,3.875
Ceara,Agosto,2013,3.88
Ceara,Agosto,2014,3.926
Ceara,Agosto,2015,3.935
Ceara,Agosto,2016,3.942
Ceara,Agosto,2017,3.953
Ceara,Setembro,1998,3.964
Ceara,Setembro,1999,3.97
Ceara,Setembro,2000,3.982
Ceara,Setembro,2001,3.984
Ceara,Setembro,2002,4
Ceara,Setembro,2003,4
Ceara,Setembro,2004,4
Ceara,Setembro,2005,4
Ceara,Setembro,2006,4
Ceara,Setembro,2007,4
Ceara,Setembro,2008,4
Ceara,Setembro,2009,4
Ceara,Setembro,2010,4
Ceara,Setembro,2011,4
Ceara,Setembro,2012,4
Ceara,Setembro,2013,4
Ceara,Setembro,2014,4
Ceara,Setembro,2015,4
Ceara,Setembro,2016,4
Ceara,Setembro,2017,4
Ceara,Outubro,1998,4
Ceara,Outubro,1999,4
Ceara,Outubro,2000,4
Ceara,Outubro,2001,4
Ceara,Outubro,2002,4
Ceara,Outubro,2003,4
Ceara,Outubro,2004,4
Ceara,Outubro,2005,4
Ceara,Outubro,2006,4
Ceara,Outubro,2007,4
Ceara,Outubro,2008,4
Ceara,Outubro,2009,4
Ceara,Outubro,2010,4
Ceara,Outubro,2011,4
Ceara,Outubro,2012,4
Ceara,Outubro,2013,4
Ceara,Outubro,2014,4
Ceara,Outubro,2015,4
Ceara,Outubro,2016,4
Ceara,Outubro,2017,4
Ceara,Novembro,1998,4
Ceara,Novembro,1999,4
Ceara,Novembro,2000,4
Ceara,Novembro,2001,4
Ceara,Novembro,2002,4
Ceara,Novembro,2003,4
Ceara,Novembro,2004,4
Ceara,Novembro,2005,4
Ceara,Novembro,2006,4
Ceara,Novembro,2007,4
Ceara,Novembro,2008,4
Ceara,Novembro,2009,4
Ceara,Novembro,2010,4
Ceara,Novembro,2011,4
Ceara,Novembro,2012,4
Ceara,Novembro,2013,4
Ceara,Novembro,2014,4
Ceara,Novembro,2015,4
Ceara,Novembro,2016,4
Ceara,Novembro,2017,4
Ceara,Dezembro,1998,4
Ceara,Dezembro,1999,4
Ceara,Dezembro,2000,4
Ceara,Dezembro,2001,4
Ceara,Dezembro,2002,4
Ceara,Dezembro,2003,4
Ceara,Dezembro,2004,4
Ceara,Dezembro,2005,4
Ceara,Dezembro,2006,4
Ceara,Dezembro,2007,4
Ceara,Dezembro,2008,4
Ceara,Dezembro,2009,4
Ceara,Dezembro,2010,4
Ceara,Dezembro,2011,4
Ceara,Dezembro,2012,4
Ceara,Dezembro,2013,4
Ceara,Dezembro,2014,4
Ceara,Dezembro,2015,4
Ceara,Dezembro,2016,4
Distrito Federal,Janeiro,2009,4
Distrito Federal,Janeiro,2010,4
Distrito Federal,Janeiro,2011,4
Distrito Federal,Janeiro,2015,4
Distrito Federal,Janeiro,2016,4
Distrito Federal,Janeiro,2017,4
Distrito Federal,Fevereiro,1999,4
Distrito Federal,Fevereiro,2001,4
Distrito Federal,Fevereiro,2003,4
Distrito Federal,Fevereiro,2010,4
Distrito Federal,Fevereiro,2011,4
Distrito Federal,Fevereiro,2013,4
Distrito Federal,Fevereiro,2014,4
Distrito Federal,Fevereiro,2016,4
Distrito Federal,Março,2007,4
Distrito Federal,Março,2008,4
Distrito Federal,Março,2013,4
Distrito Federal,Março,2014,4
Distrito Federal,Março,2016,4
Distrito Federal,Abril,2002,4
Distrito Federal,Abril,2004,4
Distrito Federal,Abril,2008,4
Distrito Federal,Abril,2010,4
Distrito Federal,Abril,2011,4
Distrito Federal,Abril,2012,4
Distrito Federal,Abril,2013,4
Distrito Federal,Abril,2014,4
Distrito Federal,Abril,2016,4
Distrito Federal,Abril,2017,4
Distrito Federal,Maio,2000,4
Distrito Federal,Maio,2002,4
Distrito Federal,Maio,2004,4
Distrito Federal,Maio,2005,4
Distrito Federal,Maio,2006,4
Distrito Federal,Maio,2007,4
Distrito Federal,Maio,2008,4
Distrito Federal,Maio,2009,4
Distrito Federal,Maio,2010,4
Distrito Federal,Maio,2011,4
Distrito Federal,Maio,2013,4
Distrito Federal,Maio,2014,4.005
Distrito Federal,Maio,2015,4.005
Distrito Federal,Maio,2016,4.033
Distrito Federal,Maio,2017,4.035
Distrito Federal,Junho,1998,4.066
Distrito Federal,Junho,1999,4.068
Distrito Federal,Junho,2000,4.078
Distrito Federal,Junho,2001,4.172
Distrito Federal,Junho,2002,4.198
Distrito Federal,Junho,2003,4.208
Distrito Federal,Junho,2004,4.253
Distrito Federal,Junho,2005,4.264
Distrito Federal,Junho,2006,4.28
Distrito Federal,Junho,2007,4.287
Distrito Federal,Junho,2009,4.313
Distrito Federal,Junho,2010,4.313
Distrito Federal,Junho,2011,4.339
Distrito Federal,Junho,2012,4.35
Distrito Federal,Junho,2013,4.355
Distrito Federal,Junho,2014,4.358
Distrito Federal,Junho,2015,4.364
Distrito Federal,Junho,2016,4.373
Distrito Federal,Junho,2017,4.388
Distrito Federal,Julho,1998,4.402
Distrito Federal,Julho,1999,4.417
Distrito Federal,Julho,2000,4.419
Distrito Federal,Julho,2001,4.435
Distrito Federal,Julho,2002,4.436
Distrito Federal,Julho,2003,4.446
Distrito Federal,Julho,2004,4.465
Distrito Federal,Julho,2005,4.479
Distrito Federal,Julho,2006,4.484
Distrito Federal,Julho,2007,4.564
Distrito Federal,Julho,2008,4.607
Distrito Federal,Julho,2009,4.618
Distrito Federal,Julho,2010,4.632
Distrito Federal,Julho,2011,4.637
Distrito Federal,Julho,2012,4.658
Distrito Federal,Julho,2013,4.673
Distrito Federal,Julho,2014,4.697
Distrito Federal,Julho,2015,4.726
Distrito Federal,Julho,2016,4.735
Distrito Federal,Julho,2017,4.747
Distrito Federal,Agosto,1998,4.769
Distrito Federal,Agosto,1999,4.772
Distrito Federal,Agosto,2000,4.786
Distrito Federal,Agosto,2001,4.787
Distrito Federal,Agosto,2002,4.788
Distrito Federal,Agosto,2003,4.8
Distrito Federal,Agosto,2004,4.81
Distrito Federal,Agosto,2005,4.828
Distrito Federal,Agosto,2006,4.837
Distrito Federal,Agosto,2007,4.839
Distrito Federal,Agosto,2008,4.844
Distrito Federal,Agosto,2009,4.863
Distrito Federal,Agosto,2010,4.89
Distrito Federal,Agosto,2011,4.893
Distrito Federal,Agosto,2012,4.921
Distrito Federal,Agosto,2013,4.929
Distrito Federal,Agosto,2014,4.938
Distrito Federal,Agosto,2015,4.962
Distrito Federal,Agosto,2016,4.968
Distrito Federal,Agosto,2017,4.981
Distrito Federal,Setembro,1998,4.985
Distrito Federal,Setembro,1999,4.989
Distrito Federal,Setembro,2000,5
Distrito Federal,Setembro,2001,5
Distrito Federal,Setembro,2002,5
Distrito Federal,Setembro,2003,5
Distrito Federal,Setembro,2004,5
Distrito Federal,Setembro,2005,5
Distrito Federal,Setembro,2006,5
Distrito Federal,Setembro,2007,5
Distrito Federal,Setembro,2008,5
Distrito Federal,Setembro,2009,5
Distrito Federal,Setembro,2010,5
Distrito Federal,Setembro,2011,5
Distrito Federal,Setembro,2012,5
Distrito Federal,Setembro,2013,5
Distrito Federal,Setembro,2014,5
Distrito Federal,Setembro,2015,5
Distrito Federal,Setembro,2016,5
Distrito Federal,Setembro,2017,5
Distrito Federal,Outubro,1998,5
Distrito Federal,Outubro,1999,5
Distrito Federal,Outubro,2000,5
Distrito Federal,Outubro,2002,5
Distrito Federal,Outubro,2003,5
Distrito Federal,Outubro,2004,5
Distrito Federal,Outubro,2005,5
Distrito Federal,Outubro,2006,5
Distrito Federal,Outubro,2007,5
Distrito Federal,Outubro,2008,5
Distrito Federal,Outubro,2009,5
Distrito Federal,Outubro,2010,5
Distrito Federal,Outubro,2012,5
Distrito Federal,Outubro,2013,5
Distrito Federal,Outubro,2014,5
Distrito Federal,Outubro,2015,5
Distrito Federal,Outubro,2016,5
Distrito Federal,Outubro,2017,5
Distrito Federal,Novembro,1999,5
Distrito Federal,Novembro,2002,5
Distrito Federal,Novembro,2005,5
Distrito Federal,Novembro,2008,5
Distrito Federal,Novembro,2011,5
Distrito Federal,Novembro,2015,5
Distrito Federal,Novembro,2016,5
Distrito Federal,Dezembro,2001,5
Distrito Federal,Dezembro,2002,5
Distrito Federal,Dezembro,2010,5
Distrito Federal,Dezembro,2013,5
Espirito Santo,Janeiro,1999,5
Espirito Santo,Janeiro,2000,5
Espirito Santo,Janeiro,2001,5
Espirito Santo,Janeiro,2002,5
Espirito Santo,Janeiro,2003,5
Espirito Santo,Janeiro,2004,5
Espirito Santo,Janeiro,2005,5
Espirito Santo,Janeiro,2006,5
Espirito Santo,Janeiro,2008,5
Espirito Santo,Janeiro,2009,5
Espirito Santo,Janeiro,2010,5
Espirito Santo,Janeiro,2011,5
Espirito Santo,Janeiro,2012,5
Espirito Santo,Janeiro,2013,5
Espirito Santo,Janeiro,2014,5
Espirito Santo,Janeiro,2015,5
Espirito Santo,Janeiro,2016,5
Espirito Santo,Janeiro,2017,5
Espirito Santo,Fevereiro,1999,5
Espirito Santo,Fevereiro,2000,5
Espirito Santo,Fevereiro,2001,5
Espirito Santo,Fevereiro,2002,5
Espirito Santo,Fevereiro,2003,5
Espirito Santo,Fevereiro,2004,5
Espirito Santo,Fevereiro,2005,5
Espirito Santo,Fevereiro,2006,5
Espirito Santo,Fevereiro,2007,5
Espirito Santo,Fevereiro,2008,5
Espirito Santo,Fevereiro,2009,5
Espirito Santo,Fevereiro,2010,5
Espirito Santo,Fevereiro,2011,5
Espirito Santo,Fevereiro,2012,5
Espirito Santo,Fevereiro,2013,5
Espirito Santo,Fevereiro,2014,5
Espirito Santo,Fevereiro,2015,5
Espirito Santo,Fevereiro,2016,5
Espirito Santo,Fevereiro,2017,5
Espirito Santo,Março,1999,5
Espirito Santo,Março,2000,5
Espirito Santo,Março,2001,5
Espirito Santo,Março,2002,5
Espirito Santo,Março,2003,5
Espirito Santo,Março,2004,5
Espirito Santo,Março,2005,5
Espirito Santo,Março,2006,5
Espirito Santo,Março,2007,5
Espirito Santo,Março,2008,5.026
Espirito Santo,Março,2009,5.059
Espirito Santo,Março,2010,5.075
Espirito Santo,Março,2011,5.083
Espirito Santo,Março,2012,5.088
Espirito Santo,Março,2013,5.096
Espirito Santo,Março,2014,5.112
Espirito Santo,Março,2015,5.137
Espirito Santo,Março,2016,5.149
Espirito Santo,Março,2017,5.182
Espirito Santo,Abril,1999,5.185
Espirito Santo,Abril,2000,5.189
Espirito Santo,Abril,2001,5.264
Espirito Santo,Abril,2002,5.281
Espirito Santo,Abril,2003,5.281
Espirito Santo,Abril,2005,5.308
Espirito Santo,Abril,2006,5.314
Espirito Santo,Abril,2007,5.319
Espirito Santo,Abril,2008,5.323
Espirito Santo,Abril,2009,5.341
Espirito Santo,Abril,2010,5.351
Espirito Santo,Abril,2011,5.391
Espirito Santo,Abril,2012,5.392
Espirito Santo,Abril,2013,5.414
Espirito Santo,Abril,2014,5.428
Espirito Santo,Abril,2015,5.435
Espirito Santo,Abril,2016,5.484
Espirito Santo,Abril,2017,5.508
Espirito Santo,Maio,1999,5.51
Espirito Santo,Maio,2000,5.514
Espirito Santo,Maio,2001,5.576
Espirito Santo,Maio,2002,5.592
Espirito Santo,Maio,2003,5.609
Espirito Santo,Maio,2005,5.638
Espirito Santo,Maio,2007,5.661
Espirito Santo,Maio,2008,5.812
Espirito Santo,Maio,2009,5.828
Espirito Santo,Maio,2010,5.83
Espirito Santo,Maio,2011,5.878
Espirito Santo,Maio,2012,5.882
Espirito Santo,Maio,2013,5.964
Espirito Santo,Maio,2014,5.978
Espirito Santo,Maio,2015,6
Espirito Santo,Maio,2016,6
Espirito Santo,Maio,2017,6
Espirito Santo,Junho,1998,6
Espirito Santo,Junho,1999,6
Espirito Santo,Junho,2000,6
Espirito Santo,Junho,2001,6
Espirito Santo,Junho,2002,6
Espirito Santo,Junho,2003,6
Espirito Santo,Junho,2004,6
Espirito Santo,Junho,2005,6
Espirito Santo,Junho,2006,6
Espirito Santo,Junho,2007,6
Espirito Santo,Junho,2008,6
Espirito Santo,Junho,2009,6
Espirito Santo,Junho,2010,6
Espirito Santo,Junho,2011,6
Espirito Santo,Junho,2012,6
Espirito Santo,Junho,2013,6
Espirito Santo,Junho,2014,6
Espirito Santo,Junho,2015,6
Espirito Santo,Junho,2016,6
Espirito Santo,Junho,2017,6
Espirito Santo,Julho,1998,6
Espirito Santo,Julho,1999,6
Espirito Santo,Julho,2000,6
Espirito Santo,Julho,2001,6
Espirito Santo,Julho,2002,6
Espirito Santo,Julho,2003,6
Espirito Santo,Julho,2004,6
Espirito Santo,Julho,2005,6
Espirito Santo,Julho,2006,6
Espirito Santo,Julho,2007,6
Espirito Santo,Julho,2008,6
Espirito Santo,Julho,2009,6
Espirito Santo,Julho,2010,6
Espirito Santo,Julho,2011,6
Espirito Santo,Julho,2012,6
Espirito Santo,Julho,2013,6
Espirito Santo,Julho,2014,6
Espirito Santo,Julho,2015,6
Espirito Santo,Julho,2016,6
Espirito Santo,Julho,2017,6
Espirito Santo,Agosto,1998,6
Espirito Santo,Agosto,1999,6
Espirito Santo,Agosto,2000,6
Espirito Santo,Agosto,2001,6
Espirito Santo,Agosto,2002,6
Espirito Santo,Agosto,2003,6
Espirito Santo,Agosto,2004,6
Espirito Santo,Agosto,2005,6
Espirito Santo,Agosto,2006,6
Espirito Santo,Agosto,2007,6
Espirito Santo,Agosto,2008,6
Espirito Santo,Agosto,2009,6
Espirito Santo,Agosto,2010,6
Espirito Santo,Agosto,2011,6
Espirito Santo,Agosto,2012,6
Espirito Santo,Agosto,2013,6
Espirito Santo,Agosto,2014,6
Espirito Santo,Agosto,2015,6
Espirito Santo,Agosto,2016,6
Espirito Santo,Agosto,2017,6
Espirito Santo,Setembro,1998,6
Espirito Santo,Setembro,1999,6
Espirito Santo,Setembro,2000,6
Espirito Santo,Setembro,2001,6
Espirito Santo,Setembro,2002,6
Espirito Santo,Setembro,2003,6
Espirito Santo,Setembro,2004,6
Espirito Santo,Setembro,2005,6
Espirito Santo,Setembro,2006,6
Espirito Santo,Setembro,2007,6
Espirito Santo,Setembro,2008,6
Espirito Santo,Setembro,2009,6
Espirito Santo,Setembro,2010,6
Espirito Santo,Setembro,2011,6
Espirito Santo,Setembro,2012,6
Espirito Santo,Setembro,2013,6
Espirito Santo,Setembro,2014,6
Espirito Santo,Setembro,2015,6
Espirito Santo,Setembro,2016,6
Espirito Santo,Setembro,2017,6
Espirito Santo,Outubro,1998,6
Espirito Santo,Outubro,1999,6.011
Espirito Santo,Outubro,2000,6.051
Espirito Santo,Outubro,2001,6.062
Espirito Santo,Outubro,2002,6.063
Espirito Santo,Outubro,2003,6.085
Espirito Santo,Outubro,2004,6.109
Espirito Santo,Outubro,2005,6.129
Espirito Santo,Outubro,2006,6.139
Espirito Santo,Outubro,2007,6.156
Espirito Santo,Outubro,2008,6.178
Espirito Santo,Outubro,2009,6.195
Espirito Santo,Outubro,2010,6.195
Espirito Santo,Outubro,2011,6.218
Espirito Santo,Outubro,2012,6.228
Espirito Santo,Outubro,2013,6.229
Espirito Santo,Outubro,2014,6.237
Espirito Santo,Outubro,2015,6.251
Espirito Santo,Outubro,2016,6.255
Espirito Santo,Outubro,2017,6.292
Espirito Santo,Novembro,1998,6.294
Espirito Santo,Novembro,1999,6.316
Espirito Santo,Novembro,2000,6.326
Espirito Santo,Novembro,2001,6.332
Espirito Santo,Novembro,2002,6.342
Espirito Santo,Novembro,2003,6.353
Espirito Santo,Novembro,2004,6.398
Espirito Santo,Novembro,2007,6.423
Espirito Santo,Novembro,2008,6.433
Espirito Santo,Novembro,2009,6.439
Espirito Santo,Novembro,2010,6.448
Espirito Santo,Novembro,2011,6.472
Espirito Santo,Novembro,2012,6.49
Espirito Santo,Novembro,2013,6.543
Espirito Santo,Novembro,2014,6.546
Espirito Santo,Novembro,2015,6.61
Espirito Santo,Novembro,2016,6.653
Espirito Santo,Novembro,2017,6.661
Espirito Santo,Dezembro,1998,6.665
Espirito Santo,Dezembro,2000,6.672
Espirito Santo,Dezembro,2001,6.746
Espirito Santo,Dezembro,2002,6.787
Espirito Santo,Dezembro,2003,6.815
Espirito Santo,Dezembro,2004,6.829
Espirito Santo,Dezembro,2005,6.832
Espirito Santo,Dezembro,2007,6.87
Espirito Santo,Dezembro,2008,6.89
Espirito Santo,Dezembro,2009,6.893
Espirito Santo,Dezembro,2010,6.964
Espirito Santo,Dezembro,2011,7
Espirito Santo,Dezembro,2012,7
Espirito Santo,Dezembro,2013,7
Espirito Santo,Dezembro,2014,7
Espirito Santo,Dezembro,2015,7
Espirito Santo,Dezembro,2016,7
Goias,Janeiro,1999,7
Goias,Janeiro,2000,7
Goias,Janeiro,2001,7
Goias,Janeiro,2002,7
Goias,Janeiro,2003,7
Goias,Janeiro,2004,7
Goias,Janeiro,2005,7
Goias,Janeiro,2006,7
Goias,Janeiro,2007,7
Goias,Janeiro,2008,7
Goias,Janeiro,2009,7
Goias,Janeiro,2010,7
Goias,Janeiro,2011,7
Goias,Janeiro,2012,7
Goias,Janeiro,2013,7
Goias,Janeiro,2014,7
Goias,Janeiro,2015,7
Goias,Janeiro,2016,7
Goias,Janeiro,2017,7
Goias,Fevereiro,1999,7
Goias,Fevereiro,2000,7
Goias,Fevereiro,2001,7
Goias,Fevereiro,2002,7
Goias,Fevereiro,2003,7
Goias,Fevereiro,2004,7
Goias,Fevereiro,2005,7
Goias,Fevereiro,2006,7
Goias,Fevereiro,2007,7
Goias,Fevereiro,2008,7
Goias,Fevereiro,2009,7
Goias,Fevereiro,2010,7
Goias,Fevereiro,2011,7
Goias,Fevereiro,2012,7
Goias,Fevereiro,2013,7
Goias,Fevereiro,2014,7
Goias,Fevereiro,2015,7
Goias,Fevereiro,2016,7
Goias,Fevereiro,2017,7
Goias,Março,1999,7
Goias,Março,2000,7
Goias,Março,2001,7
Goias,Março,2002,7
Goias,Março,2003,7
Goias,Março,2004,7
Goias,Março,2005,7
Goias,Março,2006,7
Goias,Março,2007,7
Goias,Março,2008,7
Goias,Março,2009,7
Goias,Março,2010,7
Goias,Março,2011,7
Goias,Março,2012,7
Goias,Março,2013,7
Goias,Março,2014,7
Goias,Março,2015,7
Goias,Março,2016,7
Goias,Março,2017,7
Goias,Abril,1999,7
Goias,Abril,2000,7
Goias,Abril,2001,7
Goias,Abril,2002,7
Goias,Abril,2003,7
Goias,Abril,2004,7
Goias,Abril,2005,7
Goias,Abril,2006,7
Goias,Abril,2007,7
Goias,Abril,2008,7
Goias,Abril,2009,7
Goias,Abril,2010,7
Goias,Abril,2011,7
Goias,Abril,2012,7
Goias,Abril,2013,7
Goias,Abril,2014,7
Goias,Abril,2015,7
Goias,Abril,2016,7
Goias,Abril,2017,7
Goias,Maio,1999,7
Goias,Maio,2000,7
Goias,Maio,2001,7
Goias,Maio,2002,7.06
Goias,Maio,2003,7.067
Goias,Maio,2004,7.081
Goias,Maio,2005,7.086
Goias,Maio,2006,7.091
Goias,Maio,2007,7.167
Goias,Maio,2008,7.438
Goias,Maio,2009,7.46
Goias,Maio,2010,7.495
Goias,Maio,2011,7.575
Goias,Maio,2012,7.626
Goias,Maio,2013,7.628
Goias,Maio,2014,7.691
Goias,Maio,2015,7.762
Goias,Maio,2016,7.765
Goias,Maio,2017,7.767
Goias,Junho,1998,7.781
Goias,Junho,1999,7.865
Goias,Junho,2000,7.878
Goias,Junho,2001,7.879
Goias,Junho,2002,7.913
